Deal Name,Owner Code,Client Code,Deal Status,Closure Probability,Masked Deal Value,Sector,Created Date,Tentative Close Date,Deal Stage,Product Deal
Appa,OWNER_003,COMPANY163,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Appa,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Appa,OWNER_003,COMPANY133,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Appa,OWNER_003,COMPANY133,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Appa,OWNER_003,COMPANY133,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Appa,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Shrek,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Donkey,OWNER_003,COMPANY059,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Donkey,OWNER_003,COMPANY029,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Puss in Boots,OWNER_001,COMPANY105,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Puss in Boots,OWNER_001,COMPANY123,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Puss in Boots,OWNER_003,COMPANY133,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Tigger,OWNER_001,COMPANY038,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Eeyore,OWNER_001,COMPANY038,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Woody,OWNER_003,COMPANY056,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Jessie,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Jessie,OWNER_003,COMPANY038,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Anna,OWNER_003,COMPANY097,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Olaf,OWNER_003,COMPANY031,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Baymax,OWNER_003,COMPANY002,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Stitch,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Inosuke,OWNER_001,COMPANY182,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Moana,OWNER_001,COMPANY182,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Mulan,OWNER_001,COMPANY182,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Simba,OWNER_001,COMPANY182,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_001,COMPANY038,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_001,COMPANY182,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_003,COMPANY082,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_006,COMPANY064,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_006,COMPANY181,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_002,COMPANY125,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_003,COMPANY062,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_003,COMPANY019,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Timon,OWNER_003,COMPANY022,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Tuxedo Mask,OWNER_003,COMPANY131,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Pumbaa,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Rafiki,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Rafiki,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Rafiki,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Rafiki,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Rafiki,OWNER_001,COMPANY169,Won,High,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Rafiki,OWNER_001,COMPANY037,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Scar,OWNER_001,COMPANY037,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Megatron,OWNER_003,COMPANY005,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Iroh,OWNER_001,COMPANY186,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Appa,OWNER_001,COMPANY038,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Pikachu,OWNER_003,COMPANY152,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Ash Ketchum,OWNER_003,COMPANY133,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Charmander,OWNER_003,COMPANY133,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Squirtle,OWNER_003,COMPANY031,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Bulbasaur,OWNER_003,COMPANY007,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Bulbasaur,OWNER_003,COMPANY011,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Bulbasaur,OWNER_003,COMPANY061,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_003,COMPANY062,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_003,COMPANY173,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_003,COMPANY004,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_003,COMPANY111,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_003,COMPANY007,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_001,COMPANY090,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_001,COMPANY084,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_002,COMPANY180,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_160,OWNER_001,COMPANY105,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_003,COMPANY007,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_004,COMPANY128,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_003,COMPANY130,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_003,COMPANY096,Won,High,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_003,COMPANY104,Won,High,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_001,COMPANY038,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_002,COMPANY124,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_001,COMPANY086,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_003,COMPANY111,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_162,OWNER_003,COMPANY111,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Vegeta,OWNER_001,COMPANY182,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_165,OWNER_001,COMPANY184,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_166,OWNER_001,COMPANY138,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_168,OWNER_001,COMPANY139,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_169,OWNER_001,COMPANY136,Open,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_170,OWNER_001,COMPANY040,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_171,OWNER_001,COMPANY041,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_172,OWNER_004,COMPANY181,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_173,OWNER_001,COMPANY170,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_174,OWNER_003,COMPANY132,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_174,OWNER_003,COMPANY132,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
Alias_175,OWNER_003,COMPANY078,Won,Medium,1223400,Construction,2025-06-15,2026-03-31,Qualified,Pure Service
